name,cpu,cpu_cores,cpu_threads,cpu_benchmark,ram,ram_gb,storage,storage_gb,nvme,bandwidth,location,country,country_code,price_monthly,currency,price_usd,url
Intel Xeon E5-2620 v3 2.4GHz 6 cores,Intel Xeon E5-2620 v3 2.4GHz 6 cores,6,12,,64 GB DDR3,64,3x 960 GB (SSD SATA),2880,False,Unmetered @ 1 Gbps,"Johannesburg, ZA",South Africa,ZA,246,EUR,302.0,https://valebyte.com/en/servers/intel-xeon-e5-2620-v3-24ghz-6-cores-johannesburg-za/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E5-2620 v3 2.4GHz 6 cores,Intel Xeon E5-2620 v3 2.4GHz 6 cores,6,12,,64 GB DDR3,64,3x 960 GB (SSD SATA),2880,False,Unmetered @ 1 Gbps,"Cape Town, ZA",South Africa,ZA,246,EUR,302.0,https://valebyte.com/en/servers/intel-xeon-e5-2620-v3-24ghz-6-cores-cape-town-za/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 4464P 3.7GHz 16 cores,AMD EPYC 4464P 3.7GHz 16 cores,12,24,,128 GB DDR4 ECC,128,4x 7.68 TB (NVME SoftRAID),30720,True,Unmetered @ 5 Gbps,"Warsaw, PL",Poland,PL,247,EUR,304.0,https://valebyte.com/en/servers/amd-epyc-4464p-37ghz-16-cores-warsaw-pl-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 4464P 3.7GHz 16 cores,AMD EPYC 4464P 3.7GHz 16 cores,12,24,,128 GB DDR4 ECC,128,4x 7.68 TB (NVME SoftRAID),30720,True,Unmetered @ 5 Gbps,"Beauharnois, CA",Canada,CA,247,EUR,304.0,https://valebyte.com/en/servers/amd-epyc-4464p-37ghz-16-cores-beauharnois-ca-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD Epyc 7402 2.8GHz 24 cores,AMD Epyc 7402 2.8GHz 24 cores,24,48,,128 GB DDR4 ECC,128,4x 1.92 TB (NVME SoftRAID),7680,True,Unmetered @ 3 Gbps,"London, GB",London,,247,EUR,304.0,https://valebyte.com/en/servers/amd-epyc-7402-28ghz-24-cores-london-gb/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 4464P 3.7GHz 16 cores,AMD EPYC 4464P 3.7GHz 16 cores,12,24,,128 GB DDR4 ECC,128,4x 7.68 TB (NVME SoftRAID),30720,True,Unmetered @ 5 Gbps,"Frankfurt, DE",Germany,DE,247,EUR,304.0,https://valebyte.com/en/servers/amd-epyc-4464p-37ghz-16-cores-frankfurt-de-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD Epyc 7402 2.8GHz 24 cores,AMD Epyc 7402 2.8GHz 24 cores,24,48,,128 GB DDR4 ECC,128,4x 1.92 TB (NVME SoftRAID),7680,True,Unmetered @ 3 Gbps,"Gravelines, FR",France,FR,247,EUR,304.0,https://valebyte.com/en/servers/amd-epyc-7402-28ghz-24-cores-gravelines-fr/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 4464P 3.7GHz 16 cores,AMD EPYC 4464P 3.7GHz 16 cores,12,24,,128 GB DDR4 ECC,128,4x 7.68 TB (NVME SoftRAID),30720,True,Unmetered @ 5 Gbps,"Strasbourg, FR",France,FR,247,EUR,304.0,https://valebyte.com/en/servers/amd-epyc-4464p-37ghz-16-cores-strasbourg-fr-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD Epyc 7402 2.8GHz 24 cores,AMD Epyc 7402 2.8GHz 24 cores,24,48,,128 GB DDR4 ECC,128,4x 1.92 TB (NVME SoftRAID),7680,True,Unmetered @ 3 Gbps,"Warsaw, PL",Poland,PL,247,EUR,304.0,https://valebyte.com/en/servers/amd-epyc-7402-28ghz-24-cores-warsaw-pl/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E5-2620 v3 2.4GHz 6 cores,Intel Xeon E5-2620 v3 2.4GHz 6 cores,6,12,,16 GB DDR4,16,2x 4 TB (HDD SATA),8000,False,5 TB @ 1 Gbps,"Baku, AZ",Azerbaijan,AZ,251,EUR,309.0,https://valebyte.com/en/servers/intel-xeon-e5-2620-v3-24ghz-6-cores-baku-az-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD Ryzen 9 5900X 3.7GHz 12 cores,AMD Ryzen 9 5900X 3.7GHz 12 cores,12,24,,32 GB DDR4,32,500 GB (SSD SATA),500,False,Unmetered @ 1 Gbps,"Budapest, HU",Hungary,HU,251,EUR,309.0,https://valebyte.com/en/servers/amd-ryzen-9-5900x-37ghz-12-cores-budapest-hu-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E-2276G 3.8GHz 6 cores,Intel Xeon E-2276G 3.8GHz 6 cores,6,12,,64 GB DDR4,64,2x 960 GB (SSD NVMe),1920,True,50 TB @ 10 Gbps,"Sofia, BG",Bulgaria,BG,251,EUR,309.0,https://valebyte.com/en/servers/intel-xeon-e-2276g-38ghz-6-cores-sofia-bg-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E5-1620 v4 3.5GHz 4 cores,Intel Xeon E5-1620 v4 3.5GHz 4 cores,4,8,,64 GB DDR4,64,12x 4 TB (HDD SATA),48000,False,Unmetered @ 1 Gbps,"Paris, FR",France,FR,252,EUR,310.0,https://valebyte.com/en/servers/intel-xeon-e5-1620-v4-35ghz-4-cores-paris-fr/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E3-1241 v3 3.5GHz 4 cores,Intel Xeon E3-1241 v3 3.5GHz 4 cores,4,8,,32 GB DDR3,32,240 GB (SSD SATA),240,False,Unmetered @ 1 Gbps,"Bangkok, TH",Thailand,TH,252,EUR,310.0,https://valebyte.com/en/servers/intel-xeon-e3-1241-v3-35ghz-4-cores-bangkok-th/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 7313 3GHz 16 cores,AMD EPYC 7313 3GHz 16 cores,16,32,,64 GB DDR4,64,2x 4 TB (HDD SATA),8000,False,Unmetered @ 1 Gbps,"Warsaw, PL",Poland,PL,252,EUR,310.0,https://valebyte.com/en/servers/amd-epyc-7313-3ghz-16-cores-warsaw-pl/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 7313 3GHz 16 cores,AMD EPYC 7313 3GHz 16 cores,16,32,,64 GB DDR4,64,2x 4 TB (HDD SATA),8000,False,Unmetered @ 1 Gbps,"Lille, FR",France,FR,252,EUR,310.0,https://valebyte.com/en/servers/amd-epyc-7313-3ghz-16-cores-lille-fr/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 7313 3GHz 16 cores,AMD EPYC 7313 3GHz 16 cores,16,32,,64 GB DDR4,64,2x 4 TB (HDD SATA),8000,False,Unmetered @ 1 Gbps,"London, UK",UK,UK,252,EUR,310.0,https://valebyte.com/en/servers/amd-epyc-7313-3ghz-16-cores-london-uk/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 7313 3GHz 16 cores,AMD EPYC 7313 3GHz 16 cores,16,32,,64 GB DDR4,64,2x 4 TB (HDD SATA),8000,False,Unmetered @ 1 Gbps,"Frankfurt, DE",Germany,DE,252,EUR,310.0,https://valebyte.com/en/servers/amd-epyc-7313-3ghz-16-cores-frankfurt-de/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD Ryzen 5 7600X 4.7GHz 6 cores,AMD Ryzen 5 7600X 4.7GHz 6 cores,6,12,,64 GB DDR5,64,1 TB (SSD NVMe),1000,True,20 TB @ 10 Gbps,"Vancouver, CA",Canada,CA,252,EUR,310.0,https://valebyte.com/en/servers/amd-ryzen-5-7600x-47ghz-6-cores-vancouver-ca/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 4244P 3.8GHz 6 cores,AMD EPYC 4244P 3.8GHz 6 cores,6,12,,32 GB DDR5,32,1 TB (HDD SATA),1000,False,5 TB @ 1 Gbps,"Tokyo, JP",Japan,JP,256,EUR,315.0,https://valebyte.com/en/servers/amd-epyc-4244p-38ghz-6-cores-tokyo-jp/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 4244P 3.8GHz 6 cores,AMD EPYC 4244P 3.8GHz 6 cores,6,12,,32 GB DDR5,32,1 TB (HDD SATA),1000,False,5 TB @ 1 Gbps,"Singapore, SG",Singapore,SG,256,EUR,315.0,https://valebyte.com/en/servers/amd-epyc-4244p-38ghz-6-cores-singapore-sg-2/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E3-1230 v3 3.3GHz 4 cores,Intel Xeon E3-1230 v3 3.3GHz 4 cores,4,8,,32 GB DDR3,32,2x 500 GB (SSD SATA),1000,False,Unmetered @ 100 Mbps,"Kuala Lumpur, MY",Malaysia,MY,256,EUR,315.0,https://valebyte.com/en/servers/intel-xeon-e3-1230-v3-33ghz-4-cores-kuala-lumpur-my-2/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E3-1230 v3 3.3GHz 4 cores,Intel Xeon E3-1230 v3 3.3GHz 4 cores,4,8,,32 GB DDR3,32,2x 240 GB (SSD SATA),480,False,Unmetered @ 100 Mbps,"Taipei, TW",Taiwan,TW,256,EUR,315.0,https://valebyte.com/en/servers/intel-xeon-e3-1230-v3-33ghz-4-cores-taipei-tw-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
[Dual] Intel Xeon E5-2620 v3 2.4GHz 6 cores,[Dual] Intel Xeon E5-2620 v3 2.4GHz 6 cores,6,12,,64 GB DDR4,64,2x 400 GB (SSD SATA),800,False,Unmetered @ 100 Mbps,"Tunis, TN",Tunisia,TN,257,EUR,316.0,https://valebyte.com/en/servers/dual-intel-xeon-e5-2620-v3-24ghz-6-cores-tunis-tn/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD Ryzen 7 PRO 3700 3.6GHz 8 cores,AMD Ryzen 7 PRO 3700 3.6GHz 8 cores,8,16,,32 GB DDR4,32,2x 480 GB (SSD SATA) & 4x 14 TB (HDD SATA),56960,False,Unmetered @ 1 Gbps,"Lille, FR",France,FR,258,EUR,317.0,https://valebyte.com/en/servers/amd-ryzen-7-pro-3700-36ghz-8-cores-lille-fr/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD Ryzen 7 PRO 3700 3.6GHz 8 cores,AMD Ryzen 7 PRO 3700 3.6GHz 8 cores,8,16,,32 GB DDR4,32,2x 480 GB (SSD SATA) & 4x 14 TB (HDD SATA),56960,False,Unmetered @ 1 Gbps,"Warsaw, PL",Poland,PL,258,EUR,317.0,https://valebyte.com/en/servers/amd-ryzen-7-pro-3700-36ghz-8-cores-warsaw-pl/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD Ryzen 7 PRO 3700 3.6GHz 8 cores,AMD Ryzen 7 PRO 3700 3.6GHz 8 cores,8,16,,32 GB DDR4,32,2x 480 GB (SSD SATA) & 4x 14 TB (HDD SATA),56960,False,Unmetered @ 1 Gbps,"London, UK",UK,UK,258,EUR,317.0,https://valebyte.com/en/servers/amd-ryzen-7-pro-3700-36ghz-8-cores-london-uk/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
[Dual] Intel Xeon E5-2620 v4 2GHz 8 cores,[Dual] Intel Xeon E5-2620 v4 2GHz 8 cores,8,16,,32 GB DDR4,32,2x 2 TB (HDD SATA),4000,False,5 TB @ 1 Gbps,"Oslo, NO",Norway,NO,260,EUR,320.0,https://valebyte.com/en/servers/dual-intel-xeon-e5-2620-v4-2ghz-8-cores-oslo-no/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
[Dual] Intel Xeon E5-2620 v4 2GHz 8 cores,[Dual] Intel Xeon E5-2620 v4 2GHz 8 cores,8,16,,32 GB DDR4,32,2x 2 TB (HDD SATA),4000,False,5 TB @ 1 Gbps,"Dublin, IE",Ireland,IE,260,EUR,320.0,https://valebyte.com/en/servers/dual-intel-xeon-e5-2620-v4-2ghz-8-cores-dublin-ie/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
[Dual] Intel Xeon E5-2620 v4 2GHz 8 cores,[Dual] Intel Xeon E5-2620 v4 2GHz 8 cores,8,16,,32 GB DDR4,32,2x 2 TB (HDD SATA),4000,False,5 TB @ 1 Gbps,"Madrid, ES",Spain,ES,260,EUR,320.0,https://valebyte.com/en/servers/dual-intel-xeon-e5-2620-v4-2ghz-8-cores-madrid-es/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
[Dual] Intel Xeon E5-2620 v4 2GHz 8 cores,[Dual] Intel Xeon E5-2620 v4 2GHz 8 cores,8,16,,32 GB DDR4,32,2x 2 TB (HDD SATA),4000,False,5 TB @ 1 Gbps,"Budapest, HU",Hungary,HU,260,EUR,320.0,https://valebyte.com/en/servers/dual-intel-xeon-e5-2620-v4-2ghz-8-cores-budapest-hu/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 7401P 2.00GHz 24 cores,AMD EPYC 7401P 2.00GHz 24 cores,24,48,26392,128 GB DDR4,128,2 x 1 TB (NVMe SSD),2000,True,Unmetered @ 1 Gbps,"Paris, FR",France,FR,260,EUR,320.0,https://valebyte.com/en/servers/amd-epyc-7401p-2-00ghz-24-128gb-2000gb-paris-fr-2c3abd/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
[Dual] Intel Xeon E5-2620 v4 2GHz 8 cores,[Dual] Intel Xeon E5-2620 v4 2GHz 8 cores,8,16,,32 GB DDR4,32,2x 2 TB (HDD SATA),4000,False,5 TB @ 1 Gbps,"Prague, CZ",Czechia (Czech Republic),CZ,260,EUR,320.0,https://valebyte.com/en/servers/dual-intel-xeon-e5-2620-v4-2ghz-8-cores-prague-cz/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
[Dual] Intel Xeon E5-2620 v4 2GHz 8 cores,[Dual] Intel Xeon E5-2620 v4 2GHz 8 cores,8,16,,32 GB DDR4,32,2x 2 TB (HDD SATA),4000,False,5 TB @ 1 Gbps,"Manchester, UK",UK,UK,260,EUR,320.0,https://valebyte.com/en/servers/dual-intel-xeon-e5-2620-v4-2ghz-8-cores-manchester-uk/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon Silver 4114 2.20GHz 2x 20 cores,Intel Xeon Silver 4114 2.20GHz 2x 20 cores,20,40,21179,192 GB DDR4,192,2 x 1 TB (NVMe SSD),2000,True,Unmetered @ 1 Gbps,"Paris, FR",France,FR,260,EUR,320.0,https://valebyte.com/en/servers/intel-xeon-silver-4114-2-20ghz-2x-20-192gb-2000gb-paris-fr-d714c2/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
[Dual] Intel Xeon E5-2620 v4 2GHz 8 cores,[Dual] Intel Xeon E5-2620 v4 2GHz 8 cores,8,16,,32 GB DDR4,32,2x 2 TB (HDD SATA),4000,False,5 TB @ 1 Gbps,"Bratislava, SK",Slovakia,SK,260,EUR,320.0,https://valebyte.com/en/servers/dual-intel-xeon-e5-2620-v4-2ghz-8-cores-bratislava-sk-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
[Dual] Intel Xeon E5-2620 v4 2GHz 8 cores,[Dual] Intel Xeon E5-2620 v4 2GHz 8 cores,8,16,,32 GB DDR4,32,2x 2 TB (HDD SATA),4000,False,5 TB @ 1 Gbps,"Belgrade, RS",Serbia,RS,260,EUR,320.0,https://valebyte.com/en/servers/dual-intel-xeon-e5-2620-v4-2ghz-8-cores-belgrade-rs/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
[Dual] Intel Xeon E5-2620 v4 2GHz 8 cores,[Dual] Intel Xeon E5-2620 v4 2GHz 8 cores,8,16,,32 GB DDR4,32,2x 2 TB (HDD SATA),4000,False,5 TB @ 1 Gbps,"Rome, IT",Italy,IT,260,EUR,320.0,https://valebyte.com/en/servers/dual-intel-xeon-e5-2620-v4-2ghz-8-cores-rome-it/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
[Dual] Intel Xeon E5-2620 v4 2GHz 8 cores,[Dual] Intel Xeon E5-2620 v4 2GHz 8 cores,8,16,,32 GB DDR4,32,2x 2 TB (HDD SATA),4000,False,5 TB @ 1 Gbps,"Bucharest, RO",Romania,RO,260,EUR,320.0,https://valebyte.com/en/servers/dual-intel-xeon-e5-2620-v4-2ghz-8-cores-bucharest-ro/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
[Dual] Intel Xeon E5-2620 v4 2GHz 8 cores,[Dual] Intel Xeon E5-2620 v4 2GHz 8 cores,8,16,,32 GB DDR4,32,2x 2 TB (HDD SATA),4000,False,5 TB @ 1 Gbps,"Vienna, AT",Austria,AT,260,EUR,320.0,https://valebyte.com/en/servers/dual-intel-xeon-e5-2620-v4-2ghz-8-cores-vienna-at/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
[Dual] Intel Xeon E5-2620 v4 2GHz 8 cores,[Dual] Intel Xeon E5-2620 v4 2GHz 8 cores,8,16,,32 GB DDR4,32,2x 2 TB (HDD SATA),4000,False,5 TB @ 1 Gbps,"Milan, IT",Italy,IT,260,EUR,320.0,https://valebyte.com/en/servers/dual-intel-xeon-e5-2620-v4-2ghz-8-cores-milan-it/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
[Dual] Intel Xeon E5-2620 v4 2GHz 8 cores,[Dual] Intel Xeon E5-2620 v4 2GHz 8 cores,8,16,,32 GB DDR4,32,2x 2 TB (HDD SATA),4000,False,5 TB @ 1 Gbps,"Stockholm, SE",Sweden,SE,260,EUR,320.0,https://valebyte.com/en/servers/dual-intel-xeon-e5-2620-v4-2ghz-8-cores-stockholm-se/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
[Dual] Intel Xeon E5-2620 v4 2GHz 8 cores,[Dual] Intel Xeon E5-2620 v4 2GHz 8 cores,8,16,,32 GB DDR4,32,2x 2 TB (HDD SATA),4000,False,5 TB @ 1 Gbps,"Brussels, BE",Belgium,BE,260,EUR,320.0,https://valebyte.com/en/servers/dual-intel-xeon-e5-2620-v4-2ghz-8-cores-brussels-be/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
[Dual] Intel Xeon E5-2620 v4 2GHz 8 cores,[Dual] Intel Xeon E5-2620 v4 2GHz 8 cores,8,16,,32 GB DDR4,32,2x 2 TB (HDD SATA),4000,False,5 TB @ 1 Gbps,"Barcelona, ES",Spain,ES,260,EUR,320.0,https://valebyte.com/en/servers/dual-intel-xeon-e5-2620-v4-2ghz-8-cores-barcelona-es-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
[Dual] Intel Xeon E5-2620 v4 2GHz 8 cores,[Dual] Intel Xeon E5-2620 v4 2GHz 8 cores,8,16,,32 GB DDR4,32,2x 2 TB (HDD SATA),4000,False,5 TB @ 1 Gbps,"Zurich, CH",Switzerland,CH,260,EUR,320.0,https://valebyte.com/en/servers/dual-intel-xeon-e5-2620-v4-2ghz-8-cores-zurich-ch/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD Epyc 7413 2.65GHz 24 cores,AMD Epyc 7413 2.65GHz 24 cores,24,48,,256 GB DDR4 ECC,256,2x 3.84 TB (NVME SoftRAID),7680,True,Unmetered @ 1 Gbps,"Gravelines, FR",France,FR,262,EUR,322.0,https://valebyte.com/en/servers/amd-epyc-7413-265ghz-24-cores-gravelines-fr-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E-2488 3.2GHz 8 cores,Intel Xeon E-2488 3.2GHz 8 cores,8,16,,16 GB DDR5,16,240 GB (SSD SATA),240,False,5 TB @ 1 Gbps,"Hong Kong, HK",Hong Kong,HK,262,EUR,322.0,https://valebyte.com/en/servers/intel-xeon-e-2488-32ghz-8-cores-hong-kong-hk/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD Epyc 7413 2.65GHz 24 cores,AMD Epyc 7413 2.65GHz 24 cores,24,48,,256 GB DDR4 ECC,256,2x 3.84 TB (NVME SoftRAID),7680,True,Unmetered @ 1 Gbps,"Roubaix, FR",France,FR,262,EUR,322.0,https://valebyte.com/en/servers/amd-epyc-7413-265ghz-24-cores-roubaix-fr-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD Epyc 7413 2.65GHz 24 cores,AMD Epyc 7413 2.65GHz 24 cores,24,48,,256 GB DDR4 ECC,256,2x 3.84 TB (NVME SoftRAID),7680,True,Unmetered @ 1 Gbps,"Warsaw, PL",Poland,PL,262,EUR,322.0,https://valebyte.com/en/servers/amd-epyc-7413-265ghz-24-cores-warsaw-pl-2/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD Epyc 7413 2.65GHz 24 cores,AMD Epyc 7413 2.65GHz 24 cores,24,48,,256 GB DDR4 ECC,256,2x 3.84 TB (NVME SoftRAID),7680,True,Unmetered @ 1 Gbps,"London, GB",London,,262,EUR,322.0,https://valebyte.com/en/servers/amd-epyc-7413-265ghz-24-cores-london-gb-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD Epyc 7413 2.65GHz 24 cores,AMD Epyc 7413 2.65GHz 24 cores,24,48,,256 GB DDR4 ECC,256,2x 3.84 TB (NVME SoftRAID),7680,True,Unmetered @ 1 Gbps,"Strasbourg, FR",France,FR,262,EUR,322.0,https://valebyte.com/en/servers/amd-epyc-7413-265ghz-24-cores-strasbourg-fr-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E-2236 3.4GHz 6 cores,Intel Xeon E-2236 3.4GHz 6 cores,6,12,,16 GB DDR4,16,1 TB (HDD SATA),1000,False,25 TB @ 1 Gbps,"Porto, PT",Portugal,PT,263,EUR,323.0,https://valebyte.com/en/servers/intel-xeon-e-2236-34ghz-6-cores-porto-pt/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E3-1270 v6 3.8GHz 4 cores,Intel Xeon E3-1270 v6 3.8GHz 4 cores,4,8,,16 GB DDR4,16,2 TB (HDD SATA),2000,False,5 TB @ 1 Gbps,"Dubai, AE",United Arab Emirates,AE,263,EUR,323.0,https://valebyte.com/en/servers/intel-xeon-e3-1270-v6-38ghz-4-cores-dubai-ae/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E5-2630 v4 2.2GHz 10 cores,Intel Xeon E5-2630 v4 2.2GHz 10 cores,10,20,,128 GB DDR4,128,2x 1 TB (SSD SATA),2000,False,100 TB @ 10 Gbps,"Hong Kong, HK",Hong Kong,HK,263,EUR,323.0,https://valebyte.com/en/servers/intel-xeon-e5-2630-v4-22ghz-10-cores-hong-kong-hk/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E5-2630 v4 2.2GHz 10 cores,Intel Xeon E5-2630 v4 2.2GHz 10 cores,10,20,,128 GB DDR4,128,2x 1 TB (HDD SATA),2000,False,10 TB @ 1 Gbps,"Bratislava, SK",Slovakia,SK,263,EUR,323.0,https://valebyte.com/en/servers/intel-xeon-e5-2630-v4-22ghz-10-cores-bratislava-sk/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E-2288G 3.7GHz 8 cores,Intel Xeon E-2288G 3.7GHz 8 cores,8,16,,32 GB DDR4,32,500 GB (HDD SATA),500,False,20 TB @ 1 Gbps,"Luxembourg, LU",Luxembourg,LU,263,EUR,323.0,https://valebyte.com/en/servers/intel-xeon-e-2288g-37ghz-8-cores-luxembourg-lu/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E-2236 3.4GHz 6 cores,Intel Xeon E-2236 3.4GHz 6 cores,6,12,,16 GB DDR4,16,1 TB (HDD SATA),1000,False,25 TB @ 1 Gbps,"Lisbon, PT",Portugal,PT,263,EUR,323.0,https://valebyte.com/en/servers/intel-xeon-e-2236-34ghz-6-cores-lisbon-pt/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E5-2640 v4 2.4GHz 10 cores,Intel Xeon E5-2640 v4 2.4GHz 10 cores,10,20,,64 GB DDR4,64,2x 960 GB (SSD SATA),1920,False,Unmetered @ 1 Gbps,"Novi Travnik, BA",Bosnia and Herzegovina,BA,263,EUR,323.0,https://valebyte.com/en/servers/intel-xeon-e5-2640-v4-24ghz-10-cores-novi-travnik-ba/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
[Dual] AMD EPYC 7402 2.8GHz 24 cores,[Dual] AMD EPYC 7402 2.8GHz 24 cores,24,48,,64 GB DDR4,64,2x 512 GB (SSD SATA),1024,False,Unmetered @ 1 Gbps,"Manchester, UK",UK,UK,264,EUR,324.0,https://valebyte.com/en/servers/dual-amd-epyc-7402-28ghz-24-cores-manchester-uk-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
[Dual] AMD EPYC 7402 2.8GHz 24 cores,[Dual] AMD EPYC 7402 2.8GHz 24 cores,24,48,,64 GB DDR4,64,2x 512 GB (SSD SATA),1024,False,Unmetered @ 1 Gbps,"Nottingham, UK",UK,UK,264,EUR,324.0,https://valebyte.com/en/servers/dual-amd-epyc-7402-28ghz-24-cores-nottingham-uk-2/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 4244P 3.8GHz 6 cores,AMD EPYC 4244P 3.8GHz 6 cores,6,12,,32 GB DDR5,32,1 TB (HDD SATA),1000,False,5 TB @ 1 Gbps,"Sydney, AU",Australia,AU,267,EUR,328.0,https://valebyte.com/en/servers/amd-epyc-4244p-38ghz-6-cores-sydney-au-4/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 4244P 3.8GHz 6 cores,AMD EPYC 4244P 3.8GHz 6 cores,6,12,,32 GB DDR5,32,1 TB (HDD SATA),1000,False,5 TB @ 1 Gbps,"Sao Paulo, BR",Brazil,BR,267,EUR,328.0,https://valebyte.com/en/servers/amd-epyc-4244p-38ghz-6-cores-sao-paulo-br-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 7502P,AMD EPYC 7502P,,,,128 GB DDR4 ECC,128,1x 1.0 TB (SSD SATA),1000,False,Unmetered @ 1 Gbps,"Falkenstein, Germany",Germany,DE,268,EUR,329.0,https://valebyte.com/en/servers/amd-epyc-7502p-falkenstein-germany/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 4464P 3.7GHz 16 cores,AMD EPYC 4464P 3.7GHz 16 cores,12,24,,64 GB DDR5 ECC,64,2x 960 GB (NVME SoftRAID),1920,True,Unmetered @ 500 Mbps,"Mumbai, IN",India,IN,268,EUR,329.0,https://valebyte.com/en/servers/amd-epyc-4464p-37ghz-16-cores-mumbai-in-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
